date,country,group,ndb_mdb_local_currency_share_pct,digital_infra_share_pct,post_kazan_rio,tariff_exposure_index,treated,did
2015-06-01,Iran,BRICS,0.0,0.0,0,0,1,0
2015-06-01,UAE,BRICS,0.0,0.0,0,0,1,0
2015-06-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2015-06-01,Saudi Arabia,BRICS,0.0,0.0,0,0,1,0
2015-06-01,Belarus,Partner,0.0,0.0,0,0,1,0
2015-06-01,Bolivia,Partner,0.0,0.0,0,0,1,0
2015-06-01,Cuba,Partner,0.0,0.0,0,0,1,0
2015-06-01,Kazakhstan,Partner,0.0,0.0,0,0,1,0
2015-06-01,Malaysia,Partner,0.0,0.0,0,0,1,0
2015-06-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2015-06-01,Thailand,Partner,0.0,0.0,0,0,1,0
2015-06-01,Uganda,Partner,0.0,0.0,0,0,1,0
2015-06-01,Uzbekistan,Partner,0.0,0.0,0,0,1,0
2015-06-01,Vietnam,Partner,0.0,0.0,0,0,1,0
2015-06-01,Mexico,MINT,12.1,17.3,0,0,0,0
2015-06-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2015-06-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2015-06-01,Türkiye,MINT,12.1,17.3,0,0,0,0
2015-07-01,Brazil,BRICS,0.0,0.0,0,0,1,0
2015-07-01,Russia,BRICS,0.0,0.0,0,0,1,0
2015-07-01,India,BRICS,0.0,0.0,0,0,1,0
2015-07-01,China,BRICS,0.0,0.0,0,0,1,0
2015-07-01,South Africa,BRICS,0.0,0.0,0,0,1,0
2015-07-01,Egypt,BRICS,0.0,0.0,0,0,1,0
2015-07-01,Ethiopia,BRICS,0.0,0.0,0,0,1,0
2015-07-01,Iran,BRICS,0.0,0.0,0,0,1,0
2015-07-01,UAE,BRICS,0.0,0.0,0,0,1,0
2015-07-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2015-07-01,Saudi Arabia,BRICS,0.0,0.0,0,0,1,0
2015-07-01,Belarus,Partner,0.0,0.0,0,0,1,0
2015-07-01,Bolivia,Partner,0.0,0.0,0,0,1,0
2015-07-01,Cuba,Partner,0.0,0.0,0,0,1,0
2015-07-01,Kazakhstan,Partner,0.0,0.0,0,0,1,0
2015-07-01,Malaysia,Partner,0.0,0.0,0,0,1,0
2015-07-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2015-07-01,Thailand,Partner,0.0,0.0,0,0,1,0
2015-07-01,Uganda,Partner,0.0,0.0,0,0,1,0
2015-07-01,Uzbekistan,Partner,0.0,0.0,0,0,1,0
2015-07-01,Vietnam,Partner,0.0,0.0,0,0,1,0
2015-07-01,Mexico,MINT,12.1,17.3,0,0,0,0
2015-07-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2015-07-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2015-07-01,Türkiye,MINT,12.1,17.3,0,0,0,0
2015-08-01,Brazil,BRICS,0.0,0.0,0,0,1,0
2015-08-01,Russia,BRICS,0.0,0.0,0,0,1,0
2015-08-01,India,BRICS,0.0,0.0,0,0,1,0
2015-08-01,China,BRICS,0.0,0.0,0,0,1,0
2015-08-01,South Africa,BRICS,0.0,0.0,0,0,1,0
2015-08-01,Egypt,BRICS,0.0,0.0,0,0,1,0
2015-08-01,Ethiopia,BRICS,0.0,0.0,0,0,1,0
2015-08-01,Iran,BRICS,0.0,0.0,0,0,1,0
2015-08-01,UAE,BRICS,0.0,0.0,0,0,1,0
2015-08-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2015-08-01,Saudi Arabia,BRICS,0.0,0.0,0,0,1,0
2015-08-01,Belarus,Partner,0.0,0.0,0,0,1,0
2015-08-01,Bolivia,Partner,0.0,0.0,0,0,1,0
2015-08-01,Cuba,Partner,0.0,0.0,0,0,1,0
2015-08-01,Kazakhstan,Partner,0.0,0.0,0,0,1,0
2015-08-01,Malaysia,Partner,0.0,0.0,0,0,1,0
2015-08-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2015-08-01,Thailand,Partner,0.0,0.0,0,0,1,0
2015-08-01,Uganda,Partner,0.0,0.0,0,0,1,0
2015-08-01,Uzbekistan,Partner,0.0,0.0,0,0,1,0
2015-08-01,Vietnam,Partner,0.0,0.0,0,0,1,0
2015-08-01,Mexico,MINT,12.1,17.3,0,0,0,0
2015-08-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2015-08-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2015-08-01,Türkiye,MINT,12.1,17.3,0,0,0,0
2015-09-01,Brazil,BRICS,0.0,0.0,0,0,1,0
2015-09-01,Russia,BRICS,0.0,0.0,0,0,1,0
2015-09-01,India,BRICS,0.0,0.0,0,0,1,0
2015-09-01,China,BRICS,0.0,0.0,0,0,1,0
2015-09-01,South Africa,BRICS,0.0,0.0,0,0,1,0
2015-09-01,Egypt,BRICS,0.0,0.0,0,0,1,0
2015-09-01,Ethiopia,BRICS,0.0,0.0,0,0,1,0
2015-09-01,Iran,BRICS,0.0,0.0,0,0,1,0
2015-09-01,UAE,BRICS,0.0,0.0,0,0,1,0
2015-09-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2015-09-01,Saudi Arabia,BRICS,0.0,0.0,0,0,1,0
2015-09-01,Belarus,Partner,0.0,0.0,0,0,1,0
2015-09-01,Bolivia,Partner,0.0,0.0,0,0,1,0
2015-09-01,Cuba,Partner,0.0,0.0,0,0,1,0
2015-09-01,Kazakhstan,Partner,0.0,0.0,0,0,1,0
2015-09-01,Malaysia,Partner,0.0,0.0,0,0,1,0
2015-09-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2015-09-01,Thailand,Partner,0.0,0.0,0,0,1,0
2015-09-01,Uganda,Partner,0.0,0.0,0,0,1,0
2015-09-01,Uzbekistan,Partner,0.0,0.0,0,0,1,0
2015-09-01,Vietnam,Partner,0.0,0.0,0,0,1,0
2015-09-01,Mexico,MINT,12.1,17.3,0,0,0,0
2015-09-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2015-09-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2015-09-01,Türkiye,MINT,12.1,17.3,0,0,0,0
2015-10-01,Brazil,BRICS,0.0,0.0,0,0,1,0
2015-10-01,Russia,BRICS,0.0,0.0,0,0,1,0
2015-10-01,India,BRICS,0.0,0.0,0,0,1,0
2015-10-01,China,BRICS,0.0,0.0,0,0,1,0
2015-10-01,South Africa,BRICS,0.0,0.0,0,0,1,0
2015-10-01,Egypt,BRICS,0.0,0.0,0,0,1,0
2015-10-01,Ethiopia,BRICS,0.0,0.0,0,0,1,0
2015-10-01,Iran,BRICS,0.0,0.0,0,0,1,0
2015-10-01,UAE,BRICS,0.0,0.0,0,0,1,0
2015-10-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2015-10-01,Saudi Arabia,BRICS,0.0,0.0,0,0,1,0
2015-10-01,Belarus,Partner,0.0,0.0,0,0,1,0
2015-10-01,Bolivia,Partner,0.0,0.0,0,0,1,0
2015-10-01,Cuba,Partner,0.0,0.0,0,0,1,0
2015-10-01,Kazakhstan,Partner,0.0,0.0,0,0,1,0
2015-10-01,Malaysia,Partner,0.0,0.0,0,0,1,0
2015-10-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2015-10-01,Thailand,Partner,0.0,0.0,0,0,1,0
2015-10-01,Uganda,Partner,0.0,0.0,0,0,1,0
2015-10-01,Uzbekistan,Partner,0.0,0.0,0,0,1,0
2015-10-01,Vietnam,Partner,0.0,0.0,0,0,1,0
2015-10-01,Mexico,MINT,12.1,17.3,0,0,0,0
2015-10-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2015-10-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2015-10-01,Türkiye,MINT,12.1,17.3,0,0,0,0
2015-11-01,Brazil,BRICS,0.0,0.0,0,0,1,0
2015-11-01,Russia,BRICS,0.0,0.0,0,0,1,0
2015-11-01,India,BRICS,0.0,0.0,0,0,1,0
2015-11-01,China,BRICS,0.0,0.0,0,0,1,0
2015-11-01,South Africa,BRICS,0.0,0.0,0,0,1,0
2015-11-01,Egypt,BRICS,0.0,0.0,0,0,1,0
2015-11-01,Ethiopia,BRICS,0.0,0.0,0,0,1,0
2015-11-01,Iran,BRICS,0.0,0.0,0,0,1,0
2015-11-01,UAE,BRICS,0.0,0.0,0,0,1,0
2015-11-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2015-11-01,Saudi Arabia,BRICS,0.0,0.0,0,0,1,0
2015-11-01,Belarus,Partner,0.0,0.0,0,0,1,0
2015-11-01,Bolivia,Partner,0.0,0.0,0,0,1,0
2015-11-01,Cuba,Partner,0.0,0.0,0,0,1,0
2015-11-01,Kazakhstan,Partner,0.0,0.0,0,0,1,0
2015-11-01,Malaysia,Partner,0.0,0.0,0,0,1,0
2015-11-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2015-11-01,Thailand,Partner,0.0,0.0,0,0,1,0
2015-11-01,Uganda,Partner,0.0,0.0,0,0,1,0
2015-11-01,Uzbekistan,Partner,0.0,0.0,0,0,1,0
2015-11-01,Vietnam,Partner,0.0,0.0,0,0,1,0
2015-11-01,Mexico,MINT,12.1,17.3,0,0,0,0
2015-11-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2015-11-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2015-11-01,Türkiye,MINT,12.1,17.3,0,0,0,0
2015-12-01,Brazil,BRICS,0.0,0.0,0,0,1,0
2015-12-01,Russia,BRICS,0.0,0.0,0,0,1,0
2015-12-01,India,BRICS,0.0,0.0,0,0,1,0
2015-12-01,China,BRICS,0.0,0.0,0,0,1,0
2015-12-01,South Africa,BRICS,0.0,0.0,0,0,1,0
2015-12-01,Egypt,BRICS,0.0,0.0,0,0,1,0
2015-12-01,Ethiopia,BRICS,0.0,0.0,0,0,1,0
2015-12-01,Iran,BRICS,0.0,0.0,0,0,1,0
2015-12-01,UAE,BRICS,0.0,0.0,0,0,1,0
2015-12-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2015-12-01,Saudi Arabia,BRICS,0.0,0.0,0,0,1,0
2015-12-01,Belarus,Partner,0.0,0.0,0,0,1,0
2015-12-01,Bolivia,Partner,0.0,0.0,0,0,1,0
2015-12-01,Cuba,Partner,0.0,0.0,0,0,1,0
2015-12-01,Kazakhstan,Partner,0.0,0.0,0,0,1,0
2015-12-01,Malaysia,Partner,0.0,0.0,0,0,1,0
2015-12-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2015-12-01,Thailand,Partner,0.0,0.0,0,0,1,0
2015-12-01,Uganda,Partner,0.0,0.0,0,0,1,0
2015-12-01,Uzbekistan,Partner,0.0,0.0,0,0,1,0
2015-12-01,Vietnam,Partner,0.0,0.0,0,0,1,0
2015-12-01,Mexico,MINT,12.1,17.3,0,0,0,0
2015-12-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2015-12-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2015-12-01,Türkiye,MINT,12.1,17.3,0,0,0,0
2016-01-01,Brazil,BRICS,0.0,0.0,0,0,1,0
2016-01-01,Russia,BRICS,0.0,0.0,0,0,1,0
2016-01-01,India,BRICS,0.0,0.0,0,0,1,0
2016-01-01,China,BRICS,0.0,0.0,0,0,1,0
2016-01-01,South Africa,BRICS,0.0,0.0,0,0,1,0
2016-01-01,Egypt,BRICS,0.0,0.0,0,0,1,0
2016-01-01,Ethiopia,BRICS,0.0,0.0,0,0,1,0
2016-01-01,Iran,BRICS,0.0,0.0,0,0,1,0
2016-01-01,UAE,BRICS,0.0,0.0,0,0,1,0
2016-01-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2016-01-01,Saudi Arabia,BRICS,0.0,0.0,0,0,1,0
2016-01-01,Belarus,Partner,0.0,0.0,0,0,1,0
2016-01-01,Bolivia,Partner,0.0,0.0,0,0,1,0
2016-01-01,Cuba,Partner,0.0,0.0,0,0,1,0
2016-01-01,Kazakhstan,Partner,0.0,0.0,0,0,1,0
2016-01-01,Malaysia,Partner,0.0,0.0,0,0,1,0
2016-01-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2016-01-01,Thailand,Partner,0.0,0.0,0,0,1,0
2016-01-01,Uganda,Partner,0.0,0.0,0,0,1,0
2016-01-01,Uzbekistan,Partner,0.0,0.0,0,0,1,0
2016-01-01,Vietnam,Partner,0.0,0.0,0,0,1,0
2016-01-01,Mexico,MINT,12.1,17.3,0,0,0,0
2016-01-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2016-01-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2016-01-01,Türkiye,MINT,12.1,17.3,0,0,0,0
2016-02-01,Brazil,BRICS,0.0,0.0,0,0,1,0
2016-02-01,Russia,BRICS,0.0,0.0,0,0,1,0
2016-02-01,India,BRICS,0.0,0.0,0,0,1,0
2016-02-01,China,BRICS,0.0,0.0,0,0,1,0
2016-02-01,South Africa,BRICS,0.0,0.0,0,0,1,0
2016-02-01,Egypt,BRICS,0.0,0.0,0,0,1,0
2016-02-01,Ethiopia,BRICS,0.0,0.0,0,0,1,0
2016-02-01,Iran,BRICS,0.0,0.0,0,0,1,0
2016-02-01,UAE,BRICS,0.0,0.0,0,0,1,0
2016-02-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2016-02-01,Saudi Arabia,BRICS,0.0,0.0,0,0,1,0
2016-02-01,Belarus,Partner,0.0,0.0,0,0,1,0
2016-02-01,Bolivia,Partner,0.0,0.0,0,0,1,0
2016-02-01,Cuba,Partner,0.0,0.0,0,0,1,0
2016-02-01,Kazakhstan,Partner,0.0,0.0,0,0,1,0
2016-02-01,Malaysia,Partner,0.0,0.0,0,0,1,0
2016-02-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2016-02-01,Thailand,Partner,0.0,0.0,0,0,1,0
2016-02-01,Uganda,Partner,0.0,0.0,0,0,1,0
2016-02-01,Uzbekistan,Partner,0.0,0.0,0,0,1,0
2016-02-01,Vietnam,Partner,0.0,0.0,0,0,1,0
2016-02-01,Mexico,MINT,12.1,17.3,0,0,0,0
2016-02-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2016-02-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2016-02-01,Türkiye,MINT,12.1,17.3,0,0,0,0
2016-03-01,Brazil,BRICS,0.0,0.0,0,0,1,0
2016-03-01,Russia,BRICS,0.0,0.0,0,0,1,0
2016-03-01,India,BRICS,0.0,0.0,0,0,1,0
2016-03-01,China,BRICS,0.0,0.0,0,0,1,0
2016-03-01,South Africa,BRICS,0.0,0.0,0,0,1,0
2016-03-01,Egypt,BRICS,0.0,0.0,0,0,1,0
2016-03-01,Ethiopia,BRICS,0.0,0.0,0,0,1,0
2016-03-01,Iran,BRICS,0.0,0.0,0,0,1,0
2016-03-01,UAE,BRICS,0.0,0.0,0,0,1,0
2016-03-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2016-03-01,Saudi Arabia,BRICS,0.0,0.0,0,0,1,0
2016-03-01,Belarus,Partner,0.0,0.0,0,0,1,0
2016-03-01,Bolivia,Partner,0.0,0.0,0,0,1,0
2016-03-01,Cuba,Partner,0.0,0.0,0,0,1,0
2016-03-01,Kazakhstan,Partner,0.0,0.0,0,0,1,0
2016-03-01,Malaysia,Partner,0.0,0.0,0,0,1,0
2016-03-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2016-03-01,Thailand,Partner,0.0,0.0,0,0,1,0
2016-03-01,Uganda,Partner,0.0,0.0,0,0,1,0
2016-03-01,Uzbekistan,Partner,0.0,0.0,0,0,1,0
2016-03-01,Vietnam,Partner,0.0,0.0,0,0,1,0
2016-03-01,Mexico,MINT,12.1,17.3,0,0,0,0
2016-03-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2016-03-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2016-03-01,Türkiye,MINT,12.1,17.3,0,0,0,0
2016-04-01,Brazil,BRICS,0.0,0.0,0,0,1,0
2016-04-01,Russia,BRICS,0.0,0.0,0,0,1,0
2016-04-01,India,BRICS,0.0,0.0,0,0,1,0
2016-04-01,China,BRICS,0.0,0.0,0,0,1,0
2016-04-01,South Africa,BRICS,0.0,0.0,0,0,1,0
2016-04-01,Egypt,BRICS,0.0,0.0,0,0,1,0
2016-04-01,Ethiopia,BRICS,0.0,0.0,0,0,1,0
2016-04-01,Iran,BRICS,0.0,0.0,0,0,1,0
2016-04-01,UAE,BRICS,0.0,0.0,0,0,1,0
2016-04-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2016-04-01,Saudi Arabia,BRICS,0.0,0.0,0,0,1,0
2016-04-01,Belarus,Partner,0.0,0.0,0,0,1,0
2016-04-01,Bolivia,Partner,0.0,0.0,0,0,1,0
2016-04-01,Cuba,Partner,0.0,0.0,0,0,1,0
2016-04-01,Kazakhstan,Partner,0.0,0.0,0,0,1,0
2016-04-01,Malaysia,Partner,0.0,0.0,0,0,1,0
2016-04-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2016-04-01,Thailand,Partner,0.0,0.0,0,0,1,0
2016-04-01,Uganda,Partner,0.0,0.0,0,0,1,0
2016-04-01,Uzbekistan,Partner,0.0,0.0,0,0,1,0
2016-04-01,Vietnam,Partner,0.0,0.0,0,0,1,0
2016-04-01,Mexico,MINT,12.1,17.3,0,0,0,0
2016-04-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2016-04-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2016-04-01,Türkiye,MINT,12.1,17.3,0,0,0,0
2016-05-01,Brazil,BRICS,0.0,0.0,0,0,1,0
2016-05-01,Russia,BRICS,0.0,0.0,0,0,1,0
2016-05-01,India,BRICS,0.0,0.0,0,0,1,0
2016-05-01,China,BRICS,0.0,0.0,0,0,1,0
2016-05-01,South Africa,BRICS,0.0,0.0,0,0,1,0
2016-05-01,Egypt,BRICS,0.0,0.0,0,0,1,0
2016-05-01,Ethiopia,BRICS,0.0,0.0,0,0,1,0
2016-05-01,Iran,BRICS,0.0,0.0,0,0,1,0
2016-05-01,UAE,BRICS,0.0,0.0,0,0,1,0
2016-05-01,Indonesia,BRICS,0.0,0.0,0,0,1,0
2016-05-01,Saudi Arabia,BRICS,0.0,0.0,0,0,1,0
2016-05-01,Belarus,Partner,0.0,0.0,0,0,1,0
2016-05-01,Bolivia,Partner,0.0,0.0,0,0,1,0
2016-05-01,Cuba,Partner,0.0,0.0,0,0,1,0
2016-05-01,Kazakhstan,Partner,0.0,0.0,0,0,1,0
2016-05-01,Malaysia,Partner,0.0,0.0,0,0,1,0
2016-05-01,Nigeria,Partner,0.0,0.0,0,0,1,0
2016-05-01,Thailand,Partner,0.0,0.0,0,0,1,0
2016-05-01,Uganda,Partner,0.0,0.0,0,0,1,0
2016-05-01,Uzbekistan,Partner,0.0,0.0,0,0,1,0
2016-05-01,Vietnam,Partner,0.0,0.0,0,0,1,0
